glottocode,LANGUAGE,FAMILY,MARKER,GLOSS,STATUS,AFFIXED_TO,NEG_SCOPING_OVER,AFFIX_SCOPING_OVER_NEG,EXAMPLE,GLOSS,TRANSLATION,COMMENT,REFERENCE,TYPE_OF_REFERENCE,PAGE,PAGE_EXTRA,,,
urar1246,Urarina,Isolate,-i ,NEG,suffix,v,,PST,nii hãʉ heriane enanihja itɕa-kʉrʉ-i=lʉ,that because probably canoe make-PL-NEG:3ps/A=REM,"Therefore, they probably did not make canoes",A-forms NEG:3PERSON // REM = remote past,Olawsky 2006,Grammar,,263,,,
urar1246,Urarina,Isolate,-i,NEG,suffix,v,,REP,su-naha-ana-i=tɕe=he=ta,Kill-PLO-ILT-NEG:3ps/A=PLT=REP=FRS,It is said that he (my father in law) unfourtunately did not kill them,A-forms NEG:3PERSON,Olawsky 2006,Grammar,457,,,,
urar1246,Urarina,Isolate,-ene,NEG,suffix,v,,SUBR,kwara-kʉr-eni-a=ne tonoana,See-PL-NEG:3ps/E=SUB while,While they did not see them [the jaguars],"For all E-,D-forms. SUB = subordinator",Olawsky 2006,Grammar,360,,,,
urar1246,Urarina,Isolate,-ɲe ,NEGF,enclitic,"v, n, adv",ASS,,ta=na ʉri-ki=ĩ=ɲe  ,NEGQ=INT come-IRR-2ps=ASS=NEGF,Won’t you come?,final negative enclitic. ASS = Assertive,Olawsky 2006,Grammar,87,,,,
urar1246,Urarina,Isolate,-ene,NEG,suffix,v,CAUS,,"kwatia raj n=itɕafwa rʉkʉ-erati-ɲa-ʉ, kʉ-naa najɲe-ni-anʉ mekaniko hãʉ",not POSS 3ps=rifle repair-CAU2-NEG-1sg/A go-INF be.able-NEG-1sg/D mechanic because,I did not have his gun repaired because I could not go to the mechanic,"For all E-,D-forms ",Olawsky 2006,Grammar,446,,,,
urar1246,Urarina,Isolate,-i,NEG,suffix,v,CAUS,,Sw-erate-naka-i,kill-CAU2-PSB-NEG:3ps/A,it is difficult to find someone who would kill it [lit. Not easily make-kill-able],A-forms NEG:3PERSON,Olawsky 2006,Grammar,462,,,,
urar1246,Urarina,Isolate,-ene,NEG,suffix,v,COMPL,,Huku-si-ʉrʉ-ene,Stab-CPL-PL-NEG:3PS/E,,,,,97,,,,
urar1246,Urarina,Isolate,-ene,NEG,suffix,v,CONT,,Iɲa-ahe-ne aka komasaj,Know-CNT-NEG:3sg/E 3sg wife,His wife doesn’t know,"For all E-,D-forms // CNT = Continuous Aspect",Olawsky 2006,Grammar,335,,,,
urar1246,Urarina,Isolate,-ɲe ,NEGF,enclitic,"v, n, adv",CONT,,ta nahari heri-a ka=ʤʉhʉ-he-j=ɲe,NEGQ liver want-3ps/A this=stand-CNT-NOM=NEGF,Does this one who is standing here not want any liver?,CNT = Continuous aspect,Olawsky 2006,Grammar,443,,,,
urar1246,Urarina,Isolate,-a,NEG,suffix,v,DISTR,,Itɕa-hakwa-ˀa-ʉ ,do-DSTR-NEG-1sg/E,I did not make one by one,A-forms + 1PERSON CONTEXT,Olawsky 2006,Grammar,486,,,,
urar1246,Urarina,Isolate,-ene,NEG,suffix,v,HAB,,Amiane-rehete-ni-anʉ=ne bana,work-HAB1-NEG-1sg/D=SUB when,when I did not use to work,"For all E-,D-forms ",Olawsky 2006,Grammar,466,,,,
urar1246,Urarina,Isolate,-i,NEG,suffix,v,HAB,,Su-naka-reheto-orʉ-i,kill-PSB-HAB1-PL-NEG:3ps/A,They used to be hard to kill [lit. Not easily killable],A-forms NEG:3PERSON,Olawsky 2006,Grammar,461,,,,
urar1246,Urarina,Isolate,-i ,NEG,suffix,v,IN-LAW-TALK,,su-naha-ana-i=tɕe=he=ta,Kill-PLO-ILT-NEG:3ps/A=PLT=REP=FRS,It is said that he (my father in law) unfourtunately did not kill them,A-forms NEG:3PERSON,Olawsky 2006,Grammar,457,,,,
urar1246,Urarina,Isolate,-ɲe ,NEGF,enclitic,"v, n, adv",IN-LAW-TALK,,nihjauria kati saate-nana-a=ne na-e hetau nii eene raj,dont black-monkey kill-ILT-3ps/A=NEGF say-3ps/E HRS that woman for,“Dont kill black monkeys!” He said to that woman,final negative enclitic,Olawsky 2006,Grammar,386,,,,
urar1246,Urarina,Isolate,-a ,NEG,suffix,v,IRR,,kanʉ lãe itɕa-ri-a-ʉ=ni,1sg CHNG do-IRR-NEG-1sg/E=ASS,I will certainly not do it ,A-forms + 1PERSON CONTEXT,Olawsky 2006,Grammar,288,,,,
urar1246,Urarina,Isolate,-i ,NEG,suffix,v,IRR,,ka=hitɕihi ke ni-a=ne kwatia kauatɕa-ri-ji=ta,this=side VLI be-3ps/D=CND not good-IRR-NEG:3ps/A=FRS,"If it is in this manner, it would not be good!",A-forms NEG:3PERSON,Olawsky 2006,Grammar,263,,,,
urar1246,Urarina,Isolate,-ɲa,NEG,suffix,v,IRR,,ʉ-ri-ɲa=ĩ bartolomé,Come-IRR-NEG:3ps/A=ASS Bartolomé,Bartolomé will not come,A-forms NEG:3PERSON,Olawsky 2006,Grammar,144,,,,
urar1246,Urarina,Isolate,-ɲe ,NEGF,enclitic,"v, n, adv",IRR,,ta=na ʉri-ki=ĩ=ɲe  ,NEGQ=INT come-IRR-2ps=ASS=NEGF,Won’t you come?,final negative enclitic,Olawsky 2006,Grammar,87,,,,
urar1246,Urarina,Isolate,-ɲe ,NEGF,enclitic,"v, n, adv",NMLZ,,ta nahari heri-a ka=ʤʉhʉ-he-j=ɲe,NEGQ liver want-3ps/A this=stand-CNT-NOM=NEGF,Does this one who is standing here not want any liver?,final negative enclitic. NOM = Nominalizer,Olawsky 2006,Grammar,443,,,,
urar1246,Urarina,Isolate,-ɲe ,NEGF,enclitic,"v, n, adv",PERSON,,nihjauria be-i-ɲe haʉria=ne,dont tell-2ps=NEGF first=NEGF,Don’t tell anyone at first [but only later]!,final negative enclitic,Olawsky 2006,Grammar,261,85,,,
urar1246,Urarina,Isolate,-ene,NEG,suffix,v,PL ,,tabaʉrʉ=te niki kwitʉkʉ-ʉre nete ɲãe itɕa-kʉr-ene,some=FOC ADVRS know-3pl/E but already do-PL-NEG:3P/E,Some people know, but they do not make any more [the mixture] ,Blocks nia -ɲa in word final position,Olawsky 2006,Grammar,270,,,
urar1246,Urarina,Isolate,-i ,NEG,suffix,v,PL ,,Here-kʉrʉ-i ,Want-PL-NEG:3ps/A,,A-forms NEG:3PERSON,Olawsky 2006,Grammar,65,66-359-444,,,
urar1246,Urarina,Isolate,-ɲe ,NEGF,enclitic,"v, n, adv",PL ,,hjauiɲe te-i-tɕe=ne,dont give-2ps-PL=NEGF,Dont give [it] [to him]! ,final negative enclitic,Olawsky 2006,Grammar,389,,,,
urar1246,Urarina,Isolate,-i,NEG,suffix,v,PSB,,Sw-erate-naka-i,kill-CAU2-PSB-NEG:3ps/A,it is difficult to find someone who would kill it [lit. Not easily make-kill-able],A-forms NEG:3PERSON  // PSB = possibility,Olawsky 2006,Grammar,462,,,,
beto1237,Betoi,isolate (extinct),-ometú,PROH,suffix,,PERSON,,J-u-jui-ometú,2-die-2pl-PROH,don’t be (pl),(should be don’t die?),Zamponi (2003),Grammar Sketch,26,,,,
beto1237,Situfa (Betoi),isolate (extinct),-ome,NEG,suffix,,,OBJ,ebamucá day fala-bi-ome-lú gotu-bi-cá,no because say-3pl-NEG-1sg drink-3pl-IND,Nothing because they are not speaking to me. They drink,,Zamponi (2003),Grammar Sketch,35,,,,
beto1237,Situfa (Betoi),isolate (extinct),-ome,NEG,suffix,,PERSON,,ebamucá day fala-bi-ome-lú gotu-bi-cá,no because say-3pl-NEG-1sg drink-3pl-IND,Nothing because they are not speaking to me. They drink,,Zamponi (2003),Grammar Sketch,35,,,,
cacu1241,Kakua,Isolate (Kakua-Nukak),kan,NEG,suffix,,,ASS ,Wĕm=bɨká kan=diʔ hêj-kan=ka,1SG=INTENS 3SG=OBJ know-NEG-ASS,I don’t know it,,Bolaños (2016),Grammar,237,,,,
cacu1241,Kakua,Isolate (Kakua-Nukak),kan,NEG,suffix,,,DECL,Wȋʔi-kan mĕm hêj-kan=na=ka kĕt hêj-kan=na=ka,not.exist-NEG 2SG know-NEG=DECL=ASS 3PL know-NEG=DECL=ASS,"No, you don’t know, or they don’t know (the story)",,Bolaños (2016),Grammar,347,,,,
cacu1241,Kakua,Isolate (Kakua-Nukak),kan,NEG,suffix,,,EVD,ʔã=t-ɲǎk-beʔ-ep-kap-ta=be,3SG.M=EVID-scream-grow-PST-NEG=EVID=REC.PST,maybe he didn’t scream,,Bolaños (2016),Grammar,249,,,,
cacu1241,Kakua,Isolate (Kakua-Nukak),kan,NEG,suffix,,,PST,wĕm=heʔ ʔĩ=pĩ-naw-kan=be wĕm=diʔ,1SG=INTENS 3PL=HAB-tell-NEG=REC.PST 1SG=OBJ,They didn’t tell me (I assume since they usually dont tell me),,Bolaños (2016),Grammar,247,,,,
cacu1241,Kakua,Isolate (Kakua-Nukak),kan,NEG,suffix,,DUB,,ʔĩ=t-nɨmaʔ-hĕm-hin-kan=ta=nit,3PL=EVID-be.deep-eat-DUB-NEG=INFERR=INTERR,perhaps they did not invite (her) to eat? ,,Bolaños (2016),Grammar,288,,,,
cacu1241,Kakua,Isolate (Kakua-Nukak),kan,NEG,suffix,,PST,,ʔã=t-ɲǎk-beʔ-ep-kap-ta=be,3SG.M=EVID-scream-grow-PST-NEG=EVID=REC.PST,maybe he didn’t scream,,Bolaños (2016),Grammar,249,,,,
pume1238,Yaruro,Isolate (Yayuro) ,dè,NEG,suffix,"V,N",,FUT ,menẽrõ nĩbö-dè rö judi nĩbö-dè-pa-jĩrĩ judirõ pẽãjãdi,You(Pl) talk-NEG in if(cond) talk-NEG-FUT-R.PLU they also,"If you don’t talk, they are not going to talk also [Si ustedes no hablan, ellos tampoco les hablarán]",Own translation ,Guerreiro de Pirela (2015),Thesis,168,,,,
pume1238,Yaruro,Isolate (Yayuro) ,dè,NEG,suffix,"V,N",,HAB,Judi jãdipa-dè-rèrĩ-ã rö judi chjadẽrĩ kjõrõ-töre-jĩrĩ reãrẽ,3SG.M to.do-NEG-HAB-PAS in if(COND) good live-HIP-NR.PL DES:1P,"If he hadn’t done that, we would have been living good [Si él no hubiera hecho eso, viviéramos dichosos]",Own translation ,Guerreiro de Pirela (2015),Thesis,169,,,,
pume1238,Yaruro,Isolate (Yayuro) ,dè,NEG,suffix,"V,N",,PL,menẽrõ nĩbö-dè rö judi nĩbö-dè-pa-jĩrĩ judirõ pẽãjãdi,You(Pl) talk-NEG in if(cond) talk-NEG-FUT-R.PLU they also,"If you don’t talk, they are not going to talk also [Si ustedes no hablan, ellos tampoco les hablarán]",Own translation // NR.PLU = Plural nominalizer? ,Guerreiro de Pirela (2015),Thesis,168,,,,
pume1238,Yaruro,Isolate (Yayuro) ,dè,NEG,suffix,"V,N",,PST,Pũmẽ judirõ-dè-ã-be dirẽ,yaruro D3:Mp.NOM grab-NEG-PAS-DIZQUE 3pM/0:0/M,The yayuro didn’t grab nothing [Los indígenas no agarraron nada],Own translation // Dizque = so.called,Guerreiro de Pirela (2015),Thesis,146,,,,
pume1238,Yaruro,Isolate (Yayuro) ,dè,NEG,suffix,"V,N",,,aore judi jura-dè-pẽã de,dog D3:Ms.SU eat-NEG-FINAL 3sM/0:0/M,The dog stopped eating [el perro dejó de comer],Own translation ,Guerreiro de Pirela (2015),Thesis,135,,,,
kana1291,Canamarí,Katukinan,tu,NEG,suffix,,,DUR,itsaroh hinuk bapo-tu-nim,woman PL finish-NEG-DUR,The women weren’t finished,Own translation from portuguese,Ishy (2018),Thesis,205,,,,
kana1291,Canamarí,Katukinan,tu,NEG,suffix,,,SUBR,itsaroh toyaik-tu-nim panim…,woman guard-NEG-SUBD já ,A woman who does not protect…,Own translation from portuguese. subd = subordinator,Ishy (2018),Thesis,132,,,,
kana1291,Canamarí,Katukinan,tu,NEG,suffix,,INTR,,adik nhama o-hu-k-tu ,1PL CONECTOR INDF-marry-INTRS-NEG,We were not marry with each other,Own translation from portuguese. INTRS = Intransitivisador,Ishy (2018),Thesis,111,,,,
kana1291,Canamarí,Katukinan,tu,NEG,suffix,,,,Katsatsa-hi i-nakibak-tu ,Cachaca-liquid 1SG-like-NEG,I don’t like cachaca (pl) ,Own translation from portuguese,Ishy (2018),Thesis,111,,,,
niva1238,Nivaclé,Matacoan,ni7-,NEG,prefix,v,,INTS,ka7 tem ni7-n-ȏ7=a7=shi yi-wȏm-jat pa-pu,IRR.CONJ HES NEG-3SUBO-cook=NEG=INTENS 3ACT-lose-CAUS REP-PL.HUM,"if they don’t cook it well, it will kill someone ",,"Campbell, Diaz & Angél (2020)",Grammar,270,,,,
niva1238,Nivaclé,Matacoan,a7,NEG,clitic,v,,INTS,ka7 tem ni7-n-ȏ7=a7=shi yi-wȏm-jat pa-pu,IRR.CONJ HES NEG-3SUBO-cook=NEG=INTENS 3ACT-lose-CAUS REP-PL.HUM,"if they don’t cook it well, it will kill someone ",,"Campbell, Diaz & Angél (2020)",Grammar,270,,,,
niva1238,Nivaclé,Matacoan,ni7-,NEG,prefix,v,,PL,ȏm=pa ka7 ni7-tuj=a=7e7elh,no=REP IRR.CONJ NEG-eat-NEG=PL.EXCL,There was nothing that we didn’t eat (we ate everything),,"Campbell, Diaz & Angél (2020)",Grammar,410,,,,
niva1238,Nivaclé,Matacoan,a7,NEG,clitic,v,,PL,ȏm=pa ka7 ni7-tuj=a=7e7elh,no=REP IRR.CONJ NEG-eat-NEG=PL.EXCL,There was nothing that we didn’t eat (we ate everything),,"Campbell, Diaz & Angél (2020)",Grammar,410,,,,
niva1238,Nivaclé,Matacoan,ni7-,NEG,prefix,v,,RECP,ni-7na-nkȏtsitay=wach,NEG-3STAT-hate=RECIP,they hate each other,,"Campbell, Diaz & Angél (2020)",Grammar,299,,,,
niva1238,Nivaclé,Matacoan,ni7-,NEG,prefix,v,VBZ,,Ih-junash nȏke7ey ni7-na-t-ch’an,3POS-like VIS.DEM NEG-3SUBO-VBLZ-obey,for example he did not obey him,,"Campbell, Diaz & Angél (2020)",Grammar,270,,,,
niva1238,Nivaclé,Matacoan,ya7aj,NEG.IMP,word,,,,ya7aj ka7 a-snatesh,NEG-IMP IRR.CONJ 2IMP-do,Don’t do that!,,"Campbell, Diaz & Angél (2020)",Grammar,384,,,,
wich1261,Wichi,Matacoan,ha...hi,,circumfix,,,APPL,Ha-la-chel-hi-n’u-hu,NEG.R-2SUB-answer-NEG.R-1OBJ-APL,You didn’t answer me,,Nercesian (2011),Thesis,412,,,,
wich1261,Wichi,Matacoan,-hi ,NEG,suffix,,,CONT,n’-y’en-hi-lhi n’-tefwlhache n’-n’oyij,1SUB-be.tired-NEG-CONT 1SUB-continue 1SUB-walk,"I am not tired, I will continue to walk",,Nercesian (2011),Thesis,212,,,,
wich1261,Wichi,Matacoan,ha...hi,,circumfix,,,DES,...ha-t’e-hi-nlo-k iwu+ch’efwa-ya…,NEG.R-3SUB:want-NEG.R-want-DES 3SUB:do+spouse-CI,(It) didn’t want her/him to get married,,Nercesian (2011),Thesis,355,,,,
wich1261,Wichi,Matacoan,ha...hi,,circumfix,,,DIM,akoj t’i ha-t’en-hi-fwaj t’i ,be.tasty liquid NEG.R-2SUB:be.hard-NEG.R-DIM liquid,The liquid is tasty and it is not so hard(dim) [refering to honey],,Nercesian (2011),Thesis,266,,,,
wich1261,Wichi,Matacoan,ha...hi,,circumfix,,,OBJ,Ha-la-chel-hi-n’u-hu,NEG.R-2SUB-answer-NEG.R-1OBJ-APL,You didn’t answer me,,Nercesian (2011),Thesis,412,,,,
wich1261,Wichi,Matacoan,ha...hi,,circumfix,,PERSON,,wit ha-’atha-hi n’-newhoche..,CONJ NEG.R-3SUB:be.easy-NEG.R 1SUB-get.close,and it is not easy to get near,,Nercesian (2011),Thesis,411,,,,
hupd1244,Hup,Naduhup,-nɨh ,NEG,suffix,,,DECL,"Cug’æt cuʔ-yóʔ, hɨʔ=teg cuʔ-yóʔ ní-mɨʔ, dóʔ=d’eh b’oy-ham-nɨh-ɨh",book grab-SEQ write=STRICK grab-SEQ be-under child-PL study-go-NEG-DECL,"Despide having grabbed books and pencils, the children did not go to study",,Epps (2008),Grammar,731,,,,
hupd1244,Hup,Naduhup,-nɨh ,NEG,suffix,,,EMPH,yɨ-d’ə̌h-ǎn peʔ-nɨh=pog bɨg=nih j’ám=hə́ʔ,That-ITG-PL-OBJ hurt-NEG=EMPH HAB=EMPH.CO DST.CNTR=INT.TAG,(It) never bothers/hurt them (discussing biting insects swarming on men without shirts) ,,Epps (2008),Grammar,735,,,,
hupd1244,Hup,Naduhup,-nɨh ,NEG,suffix,,,FOC,ʔám-ǎn d’oʔ-ʔũh-nɨh-áh ʔãh-ãp,2sg-OBJ take-APPL-NEG-FOC 1sg-DECL,I’m not going to get any (cookies) for you!,,Epps (2008),Grammar,733,,,,
hupd1244,Hup,Naduhup,-nɨh ,NEG,suffix,,,PL,Wɔh ʔɨd hipãh-nɨh=d’eh,River.Indian speech know-NEG=PL,Those who don’t know any Tukano,,Epps (2008),Grammar,728,,,,
hupd1244,Hup,Naduhup,-nɨh ,NEG,suffix,,,TEL,hũh-way-nɨh=yɨʔ níh!,Carry-go.out-NEG=TEL be.IMP,Don’t carry (him) out!,,Epps (2008),Grammar,727,,,,
hupd1244,Hup,Naduhup,-nɨh ,NEG,suffix,,APPL,,ʔám-ǎn d’oʔ-ʔũh-nɨh-áh ʔãh-ãp,2sg-OBJ take-APPL-NEG-FOC 1sg-DECL,I’m not going to get any (cookies) for you!,,Epps (2008),Grammar,733,,,,
amah1246,Amahuaca,Pano-Tacanan,yama,NEG,word,,,DECL,"maqui, yama-hnu","No, NEG-DECL","No, there is none",,Sparing-Chávez (2012),Grammar Sketch,44,,,,
amah1246,Amahuaca,Pano-Tacanan,-hi  ,NEG,suffix,v,,DECL,Joyaza-hi-hnu,Come-NEG-DECL,He has not arrived,,Sparing-Chávez (2012),Grammar Sketch,44,,,,
amah1246,Amahuaca,Pano-Tacanan,-yama,NEG,suffix,v,,FOC,"¿moha-ra min jira-hai? Maqui, jira-yama-mun-ax hun-hca-nu","Now-Q you eat-2PFTV.PST No, eat-NEG-FOC-PST I-ACT-DECL","Did you already eat? No, I have not (yet) eaten",,Sparing-Chávez (2012),Grammar Sketch,45,,,,
amah1246,Amahuaca,Pano-Tacanan,-yama,NEG,suffix,v,,FRUS,jaa hun racaata-hton hiin-yama-pana-hto-mun hun hain-nin hiya: “cazorina-ya aceite-mun chami-n vi-qui-hnu”,where I lie.down-REL.PRON see-NEG-FRUST-S/O-FOC my wife-ERG me gasoline-and oil-FOC younger.brother-ERG get-3IMM.PAST.PERF-DECL,"From where I was stretched out, I could not see (what was going on), so my wife said to me: “Younger brother has gotten gasoline and oil (to take to the hospital in town)”",,Sparing-Chávez (2012),Grammar Sketch,64,,,,
amah1246,Amahuaca,Pano-Tacanan,-yama,NEG,suffix,v,,PST,xau vuchi-pana-x-mun hun hovi hi-cain ca-yama-vahii-ha-hqui-nu,turtle look.for-FRUST-ABS-FOC me rain do-DS.NONSQ go-NEG-all.day-COMPL.PAST-ACT-DECL,I was going to look for a turtle but it rained and I did not go all day ,,Sparing-Chávez (2012),Grammar Sketch,63,,,,
amah1246,Amahuaca,Pano-Tacanan,-na,NEG,suffix,v,IMP,,Miya-x-qui nutuh-xanhquin-tzi min caivo jau paran-xanh-na pu,you-ACC-2/3ACT save-PURP(SS)TR-PERS.COMM your people something betray-IMP-NEG-M.VOC,(For heaven’s sake) don’t betray your people in order to save yourself,prohibitive context,Sparing-Chávez (2012),Grammar Sketch,53,,,,
amah1246,Amahuaca,Pano-Tacanan,-yama,NEG,suffix,v,REFL,,yantan horo-hax-mun jatzanamu-u-yama-shin-cu-hnu,late cultivate-SQ(SS)ITR-FO get.tired-REFL-NEG-1-3days.ago-1PST-DECL,"Cultivating till late yesterday, I didn’t get tired",,Sparing-Chávez (2012),Grammar Sketch,16,,,,
chac1251,Chacobo,Pano-Tacanan,yáma,NEG,enclitic,,,HORT ,ma ta-is=yáma=no ma-bɨ-Ɂoʂ=no i=Ɂiki’a,2pl ankle-see=NEG=HORT head-face-cover=HORT say=REP,"Don’t look him in the face, cover your face and head” he said",,Tallman (2018),Grammar,616,,,,
chac1251,Chacobo,Pano-Tacanan,yáma,NEG,enclitic,,,IPFV,TʃaɁita pi=y’ama=ʂo=wɨ i ki’a kako k’i ha-tó ɨwati=ní=kɨ,gra.fa eat=NEG=REMF=IMPER say REP caco DAT 3-PL:GEN gra.mo=REMP=DEC:P,Don’t eat your grandfather” his moter said to caco,,Tallman (2018),Grammar,533,,,,
chac1251,Chacobo,Pano-Tacanan,yáma,NEG,enclitic,,,NMLZ:IPV,Hɨnɨ tsi kía moɁi=y’ama=Ɂái=na,water p5 REP move=NEG=NMLZ:IPV=EPEN,The water didn’t mote (it is said) ,,Tallman (2018),Grammar,196,,,,
chac1251,Chacobo,Pano-Tacanan,yáma,NEG,enclitic,,,PASS,pi=yáma-Ɂaká=ki,eat=NEG-PASS=DEC:NONP,It (corn) will remain not eaten,,Tallman (2018),Grammar,633,,,,
chac1251,Chacobo,Pano-Tacanan,yáma,NEG,enclitic,,,PL,Tʃitʃ’ama a=y’ama=ka(n)=Ɂikiá yoʂa bo,container make=NEG=PL=REP woman PL,Women didn’t make containers [before] (it is said),,Tallman (2018),Grammar,221,,,,
chac1251,Chacobo,Pano-Tacanan,yáma,NEG,enclitic,,,REP,Tʃitʃ’ama a=y’ama=ka(n)=Ɂikiá yoʂa bo,container make=NEG=PL=REP woman PL,Women didn’t make containers [before] (it is said),,Tallman (2018),Grammar,221,,,,
chac1251,Chacobo,Pano-Tacanan,yáma,NEG,enclitic,,COMPL,,ka=yó=yáma=kɨ,go=CMPL=NEG=DEC:P,All of them did not go,Completive = PFV,Tallman (2018),Grammar,295,,,,
chac1251,Chacobo,Pano-Tacanan,yáma,NEG,enclitic,,HORT,,ʂawɨ=yá=ka ʂɨta=yá=ka awáʂo pi=no=ma rono,bone=COM=REL teeth=COM=REL wolf.fish eat=HORT=NEG anaconda,"One cannot eat anything with bones or with teeth, nor the wolf fish (because) it is a snake",,Tallman (2018),Grammar,246,,,,
chac1251,Chacobo,Pano-Tacanan,yáma,NEG,enclitic,,PASS,,tsók-a-Ɂaka=yáma nɨpáʂ=ka pistia tsaya=Ɂaí,loose-TR-PASS=NEG middle=REL small see=INTER:NONP:2SG,"But it (the fore-end of the rifle) did not fall out (lit. Was not pulled out), it was barely stuck in the middle, you see.",,Tallman (2018),Grammar,634,,,,
cash1251,Kashibo-Kakataibo,Pano-Tacanan,ma ,NEG,enclitic,"v, n",,CNTF,'ux-ax-ma-ri ‘i-ti=bi kana ‘ux-a-n,sleep-S/A>A-NEG-COUN be-NOM=same NAR.1sg sleep-PERF-1/2p,"I should not have slept, but I did",COUN =Counterfactual,Zariquiey 2011,Grammar,599,,,,
cash1251,Kashibo-Kakataibo,Pano-Tacanan,ma ,NEG,enclitic,"v, n",,go.to (-tan morpheme),ënë nami kana ‘ë=n pi-isa-ma-pain-tan-i-n,this meat.ABS NAR.1sg 1sg=A eat-IRRE-NEG-first-go.to-IMPF-1/2p,I have not eaten this meat yet,,Zariquiey 2011,Grammar,423,,,,
cash1251,Kashibo-Kakataibo,Pano-Tacanan,ma ,NEG,enclitic,"v, n",,IPFV,'ë=x kana ‘ux-i-ma-pan-i-n,1sg=S NAR.1sg sleep-IMPF-NEG-yet-IMPF-1/2,I have not slept yet,imperfective marker being repeated in this particular construction.,Zariquiey 2011,Grammar,532,,,,
cash1251,Kashibo-Kakataibo,Pano-Tacanan,ma ,NEG,enclitic,"v, n",,NMLZ,'unan-yama-kë ‘i-akë-x-a uinbi uinikë uni=n=bi,Know-NEG-NOM be-REM.PAST-3p-non.aprox nobody(A) no.one person=ERG=same,"It is said that, saying: “how does this man fish?”, the (other) men did not know, nobody, not one man knew",,Zariquiey 2011,Grammar,732,734,,,
cash1251,Kashibo-Kakataibo,Pano-Tacanan,ma ,NEG,enclitic,"v, n",,PERSON,'ë=x kana ‘ux-i-ma-pan-i-n,1sg=S NAR.1sg sleep-IMPF-NEG-yet-IMPF-1/2,I have not slept yet,imperfective marker being repeated in this particular construction.,Zariquiey 2011,Grammar,532,,,,
cash1251,Kashibo-Kakataibo,Pano-Tacanan,ma ,NEG,enclitic,"v, n",,PST,u-a=ma kaisa bari-kin=bi mëra-kas-ma-akë-x-ín,come-NOM=NEG NAR.REP.3p look.for-S/A>A(SE)-although find-DES-NEG-REM.PAST-3p-non.prox,"And, it is said that, although they were looking for (him), they could not find (him)",,Zariquiey 2011,Grammar,420,,,,
cash1251,Kashibo-Kakataibo,Pano-Tacanan,ma ,NEG,enclitic,"v, n",,SWITCH REFERENCE SUFFIXES,ënë nami kana ‘ë=n pi-isa-ma-pain-tan-i-n,this meat.ABS NAR-1sg 1sg=A eat-IRRE-NEG-first-go.to-IMPF-1/2p,I have not eaten this meat yet,,Zariquiey 2011,Grammar,423,,,,
cash1251,Kashibo-Kakataibo,Pano-Tacanan,ma ,NEG,enclitic,"v, n",DES,,u-a=ma kaisa bari-kin=bi mëra-kas-ma-akë-x-ín,come-NOM=NEG NAR.REP.3p look.for-S/A>A(SE)-although find-DES-NEG-REM.PAST-3p-non.prox,"And, it is said that, although they were looking for (him), they could not find (him)",,Zariquiey 2011,Grammar,420,,,,
cash1251,Kashibo-Kakataibo,Pano-Tacanan,ma ,NEG,enclitic,"v, n",IPFV,,'ë=n kana a bana ñui-ti kwëën-i=ma,1sg=A NAR.1sg that tale.ABS tell-NOM want-IMPF=NEG,I do not want to tell that tale,,Zariquiey 2011,Grammar,421,,,,
cash1251,Kashibo-Kakataibo,Pano-Tacanan,ma ,NEG,enclitic,"v, n",IRR,,'a-isa-ma-tan-kin kananuna ‘apat-i-n nónsi=birës,Do-IRRE-NEG-GO.TO-S/A>A(SE) NAR.1pl plant-IMPF-1/2p banana.ABS=purely,"Without wanting to do (something else), we plant purely banana",Irrealis marker with desiderative meaning,Zariquiey 2011,Grammar,423,,,,
cash1251,Kashibo-Kakataibo,Pano-Tacanan,ma ,NEG,enclitic,"v, n",NMLZ,,'ë=x kana ‘ux-kë=ma=pan ‘ain,1sg=S NAR.1sg sleep-NOM-NEG=yet be.1/2p,I had not slept yet,adverbial enclitic,Zariquiey 2011,Grammar,532,,,,
cash1251,Kashibo-Kakataibo,Pano-Tacanan,ma ,NEG,enclitic,"v, n",PL ,,anu kaisa ma a uni is-tëkën-kan-a=ma ‘ikën amiribishi ,there NAR.REP.3p already that person.ABS see-again-PLU-NOM=NEG be.3p again,They didn’t see that man any longer there,,Zariquiey 2011,Grammar,751,,,,
cash1251,Kashibo-Kakataibo,Pano-Tacanan,ma ,NEG,enclitic,"v, n",PST,,'inu=n rara a=n kaisa uni uni cha-bu ‘i-xun=bi=isa ain ainstsi kënu-ru-ia=bi kaisa uni-n kupi-a=ma ‘ikën,jaguar=GEN ancestor 3SG=A NAR.REP.3P man man big=PLU be-S/A>A-although=REP-3p their relative.ABS finish-almost.compl-A/S>O-although NAR.REP.3P man=ERG revenge-REM.PAST=NEG be.3s,"It is said that, although the ancestor of the jaguar was almost completely finishing off the people (even though they were very big), the people did not do anything and did not take revenge",,Zariquiey 2011,Grammar,402,,,,
cash1251,Kashibo-Kakataibo,Pano-Tacanan,ma ,NEG,enclitic,"v, n",SWITCH REFERENCE SUFFIXES,,pi-xun=ma ka ‘atan,"eat-S/A>A=NEG NAR TRAN.AUX-go,to.IMP",Don’t go to eat!,adverbial enclitic,Zariquiey 2011,Grammar,358,304,,,
